Date,Occurrence,Startup Name,Industry,Description,Location,Investors,Investment Type,Amount in USD,Website URL
14/10/2015,01/01/1900,AskMyGift,,Personalized Wish List creator app,Noida,Turning Ideas,Seed Funding,50000,http://askmygift.com/
14/10/2015,01/01/1900,GymTrekker,,Gym Discovery platform,Mumbai,"Dewang Neralla,Roopak Taneja, Manisha Gupta",Seed Funding,,http://www.gymtrekker.com/
13/10/2015,03/01/1900,Lookup,Consumer Internet,Mobile Messaging Assistant App,Bangalore,"Khosla Impact, Biz Stone, Catamaran Ventures, Global Founders Capital, European investment fund",Private Equity,2500000,
13/10/2015,01/01/1900,Voodoo,,Mobile Only Shopping Assistant,New Delhi,SAIF Partners,Seed Funding,1000000,http://voodoo-mobile.com/
12/10/2015,03/01/1900,Bizongo,eCommerce,B2B marketplace for industrial goods,Mumbai,Accel Partners,Seed Funding,,https://bizongo.in/
12/10/2015,01/01/1900,Zify,,Ride Sharing platform,Hyderabad,Sean O’Sullivan & Others,Seed Funding,190000,http://zify.co
12/10/2015,03/01/1900,Faircent,Fintech,Online P2P lending marketplace,Gurgaon,Aarin Capital Partners,Private Equity,,http://www.Faircent.com
12/10/2015,01/01/1900,Gridle,,Cloud Based Collaboration platform,Ahmedabad,LetsVenture,Seed Funding,100000,https://gridle.io/
12/10/2015,02/01/1900,Mubble,,Prepaid Bill manager App,Bangalore,Accel Partners,Private Equity,,http://www.mubble.in/
12/10/2015,03/01/1900,Tripoto,Consumer Internet,global community for travellers,New Delhi,"500 Startups, IDG Ventures & Advantedge fund, Neeraj Arora, Leon Seynave",Private Equity,,http://www.tripoto.com/
09/10/2015,01/01/1900,Inayo,,on-demand healthcare marketplace,Mumbai,"Kemark Ventures, Amit Ranjan, Zishaan Hayath and Others",Seed Funding,300000,
09/10/2015,02/01/1900,Stockroom.io,,Developer Portfolio Showcase platform,Hyderabad,Undisclosed Investors,Seed Funding,70000,http://stockroom.io/
09/10/2015,02/01/1900,Curofy,,Doctors Network Mobile App,New Delhi,RoundGlass Partners,Private Equity,,https://curofy.com/
09/10/2015,01/01/1900,Cloud Lending,,End-to-End Lending platform,Bangalore / San Mateo,SF Capital Group,Private Equity,8000000,http://cloudlendinginc.com/
09/10/2015,01/01/1900,Kulzy,,Advertising & Marketing Community Networking platform,New Delhi,"Seedfund, Bedrock Ventures",Seed Funding,1000000,https://www.kulzy.com/
09/10/2015,01/01/1900,WoNoBo,,360-degree view creating platform,Bangalore,Quikr,Private Equity,,
09/10/2015,01/01/1900,Zeppery,,Food Ordering & Delivery App,New Delhi,Suyash Sharma,Seed Funding,77000,
08/10/2015,03/01/1900,Mobikon,B2B SaaS,Hotel Mobile CRM Software platform,Pune / Singapore,"Life.SREDA, Qualgro",Private Equity,,http://www.mobikontech.com/
08/10/2015,01/01/1900,ZuperMeal,,Home Cooked Food marketplace & Delivery,Mumbai,"Sanjeev Kapoor,  Ravi Saxena & Others",Private Equity,2000000,
08/10/2015,01/01/1900,Cube26,,Gesture based Mobile Development,New Delhi,"Tiger Global Management, Flipkart",Private Equity,7700000,
08/10/2015,01/01/1900,Grabhouse,,Rental Accommodation Search platform,Bangalore,Sequoia and Kalaari Capital.,Private Equity,10000000,https://grabhouse.com/
08/10/2015,01/01/1900,Quifers,,Logistics Tech Platform,Mumbai,"Vikas Agarwal, Vishal Khare, Sanjeev Kakkar, Smile Group",Seed Funding,310000,http://www.quifers.com/
07/10/2015,02/01/1900,GoJavas,,Delivery & Logistics Service provider,Gurgaon,Snapdeal,Private Equity,20000000,http://gojavas.com/
07/10/2015,01/01/1900,Naturally Yours,,Organic Food etailer,Mumbai,Sanjay Mehta,Seed Funding,,http://www.naturallyyours.in/
07/10/2015,01/01/1900,SchoolGuru,,E-Learning Service Provider,Mumbai,High Networth Individuals from India & USA,Private Equity,3000000,http://www.schoolguru.in/
07/10/2015,02/01/1900,Scandid,,Product Discovery & comparison App,Pune,Micromax Informatics,Private Equity,,http://scandid.in/
07/10/2015,03/01/1900,StalkBuyLove,E-Commerce,Online Apparels Fashion brand,New Delhi,"Mato Peric, Peter Kabel & others",Private Equity,,http://www.stalkbuylove.com/
06/10/2015,01/01/1900,Welcome Cure,,Online Homeopathy Clinic,Mumbai,Unnamed Media house and HNIs,Private Equity,6000000,http://www.welcomecure.com/
06/10/2015,02/01/1900,Burger Singh,Food and Beverages,QSR & Online delivery portal,Gurgaon,"Ashvin Chadha, Avtar Monga, Udaan Angels, Dheeraj Jain",Seed Funding,500000,http://burgersinghonline.com/
06/10/2015,01/01/1900,SportyBeans,,multi-sport program for preschoolers,Pune,YouWeCan Ventures,Seed Funding,,http://www.sportybeans.com/
06/10/2015,01/01/1900,SportzVillage,,Sports Management & Physical Education Business,Bangalore,Gaja Capital Private Equity Fund,Private Equity,10000000,http://www.sportzvillage.com/
06/10/2015,03/01/1900,WorkIndia,Consumer Internet,Job Board,Mumbai,"Satyen Kothari, Keshav Sanghi, Riddhesh Gandhi & Others",Seed Funding,500000,http://www.workindia.in/
06/10/2015,01/01/1900,DocPlexus,,Exclusive Platform for Doctors & Healthcare professionals,Pune,"Uniqorn ventures, ASP Consulting",Seed Funding,700000,http://www.docplexus.in/
05/10/2015,01/01/1900,Voylla,,Fashion jewelry and accessories e-tailer,Jaipur,Peepul Capital,Private Equity,15000000,http://www.voylla.com/
05/10/2015,08/01/1900,Nykaa,E-commerce,"Beauty, Fashion, Lifestyle, Wellness",Mumbai,"Harsh Mariwala, Atul Nishar, Dalip Pathak, Michael Carlos",Private Equity,9500000,http://www.nykaa.com/
05/10/2015,02/01/1900,IndiaLends,,Online Consumer Lending platform,New Delhi,"DSG consumer Partners, Paragon Partners",Private Equity,1000000,https://indialends.com/
05/10/2015,01/01/1900,Rock N Shop,,Premium Apparel shopping portal,New Delhi,High Networth Individuals (undisclosed),Seed Funding,150000,http://www.rocknshop.com/
03/10/2015,02/01/1900,Chillr,,Mobile Payments App,Mumbai,Sequoia Capital,Private Equity,6000000,https://www.chillr.in/
02/10/2015,01/01/1900,Shopalyst,,Product discovery & recommendation platform,Bangalore,Kalaari Capital,Private Equity,2000000,http://www.shopalyst.com/
01/10/2015,01/01/1900,EasyFix,,Professional Services Marketplace,Gurgaon,Axilor Ventures,Seed Funding,,http://www.easyfix.in/
01/10/2015,02/01/1900,Indifi,,Easy Business Loans platform,Gurgaon,"Accel Partners, Elevar Equity, Pramod Bhasin, Rajan Anandan, Gaurav Dalmia, Abhishek Goyal, Gagan Hasteer , Arun Tadanki",Seed Funding,,http://www.indifi.com/
01/10/2015,03/01/1900,Wydr,B2B E-Commerce,Performance based Wholesale Marketplace,New Delhi,Sandeep Aggarwal,Seed Funding,,http://wydr.in/
01/10/2015,01/01/1900,Muvizz,,Movie-on-demand platform,Singapore,"Ashish Todi, Abhinav Patodia, Kumar Shwetabh",Seed Funding,350000,
01/10/2015,01/01/1900,Abhibus,,bus ticketing and fleet management platform,Hyderabad,Paytm (One97 communications),Private Equity,,http://www.abhibus.com/
01/10/2015,04/01/1900,Cleartax,Consumer Internet,Online Income Tax Filing platform,New Delhi,Paytm (One97 communications),Private Equity,,https://cleartax.in/
30/09/2015,01/01/1900,Eywa Media,,Digital Signal processing platform,Bangalore,"ah! Ventures, Viktor Koenig PE Fund, Mantra Ventures",Seed Funding,1000000,http://eywamedia.com/
30/09/2015,01/01/1900,FirstTouch,,Local Mobile OS,Gurgaon,"Kunal Bahl, Rohit Bansal, Pranay Chulet, Naveen Tiwari, Amit Gupta, Mayank Singhal",Seed Funding,,http://www.firstouchmobile.com/
30/09/2015,02/01/1900,RedDoorz,,Budget Accommodation Platform,Noida,Jungle Ventures,Seed Funding,1000000,https://www.reddoorz.com/india/
30/09/2015,01/01/1900,Infoworks,,Big Data Management Platform,Bangalore / USA,"Nexus Venture Partners, Knoll Ventures and others",Private Equity,5000000,http://Infoworks.io
29/09/2015,01/01/1900,Zakoopi,,Fashion Discovery platform,New Delhi,Uniqorn Ventures,Seed Funding,350000,
29/09/2015,01/01/1900,LoanCircle,,Consumer lending marketplace,Bangalore,"Zishaan Hayath, Rahul Khanna & Others",Seed Funding,,http://www.Loancircle.in
29/09/2015,01/01/1900,Brigge,,Activity Based Social Network,Chennai,The Chennai Angels,Seed Funding,,
29/09/2015,01/01/1900,Hugefly,,Ecommerce Product recommendation platform,Pune,Mayank Singhal and others,Seed Funding,,
29/09/2015,07/01/1900,Paytm,FinTech,E-Commerce & M-Commerce platform,New Delhi,"Alibaba Group, Ant Financial",Private Equity,680000000,http://www.paytm.com
29/09/2015,01/01/1900,Inmobi,,Mobile Advertising platform,Bangalore,Tennenbaum Capital Partners & Others,Private Equity,100000000,http://www.inmobi.com/
29/09/2015,04/01/1900,Peppertap,E - Commerce,Hyperlocal Grocery Delivery,Gurgaon,"Sequoia India, SAIF Partners.",Private Equity,36000000,
28/09/2015,13/01/1900,Ola Cabs,Consumer Internet,Cab Booking app platform,Bangalore,Didi Kuaidi,Private Equity,30000000,https://www.olacabs.com/
28/09/2015,02/01/1900,Quickli,,hyperlocal delivery platform,New Delhi,"500 Startups, Mato Peric & Others",Seed Funding,,
25/09/2015,01/01/1900,TravelKhana,,online meal-booking platform for train travelers,New Delhi,Astarc Ventures & Others,Seed Funding,,http://www.TravelKhana.com
24/09/2015,04/01/1900,Licious,E-Commerce,Online Meat Ordering platform,Bangalore,"Kanwaljit Singh, TV Mohandas Pai",Seed Funding,1000000,http://www.licious.in/
24/09/2015,01/01/1900,Fourth Partner Energy,,Solar Power Solutions company,Hyderabad,"Infuse Ventures, The Chennai Angels",Private Equity,2000000,http://www.fourthpartner.co/
24/09/2015,01/01/1900,Capabiliti,,Employee OnBoarding & Orientation platform,Noida,"500 Startups, Smile Multimedia, Kunal Bahl, Rohit Bansal, Girish Matrubootham",Seed Funding,400000,
24/09/2015,01/01/1900,Quintype,,Data Driven Publishing platform,Bangalore,Raghav Bahl,Private Equity,3300000,https://www.quintype.com/
23/09/2015,01/01/1900,SilverPush,,Cross-device retargeting platform,Gurgaon / SFO,M&S Partners,Private Equity,1200000,http://www.silverpush.co/
23/09/2015,02/01/1900,InnerChef,,Food Delivery Platform,New Delhi,"Phanindra Sama, Anupam Mittal, Vijay Shekhar Sharma, Vishal Gondal, Sateesh Andara & others",Private Equity,1750000,http://www.innerchef.com/
23/09/2015,02/01/1900,Credihealth,Consumer Internet,Healthcare Consulting platform,Gurgaon,Rajat Malhotra,Seed Funding,,http://www.credihealth.com/
23/09/2015,01/01/1900,Amigobulls,,Stock Market Portal,Bangalore,"Sharad Sharma, Vijay Anand, Mohandas Pai. Pallav Nadhani, Singapore Angels Network & others",Seed Funding,,http://amigobulls.com/
23/09/2015,01/01/1900,Juggernaut,,Digital & Physical Publishing platform,New Delhi,"William Bissell, Neeraj Aggarwal, Nandan Nilekani",Private Equity,2250000,http://www.juggernaut.in/
22/09/2015,01/01/1900,VillFarm,,Sustainable Agri-inputs Firm,Bangalore,"Unitus Seed Fund, Rianta Capital, R Ramaraj, Sunil Edwards",Seed Funding,,
22/09/2015,01/01/1900,Virtual Logic,,"virtual reality, 3d simulation and stereoscopic products",Bangalore,Swarnim Multiventures,Private Equity,800000,
22/09/2015,01/01/1900,Bestdealfinance,,Financial Services Portal,Mumbai,"Kalaari Capital, YourNest Angel Fund",Private Equity,3000000,
22/09/2015,01/01/1900,The Man Company,,Content-based Subscription eCommerce platform,New Delhi,"Karan Bajwa, Amanpreet Bajaj, Manish Vij",Seed Funding,,http://www.themancompany.com/
22/09/2015,01/01/1900,GameXS.in,,Pre-owned games Marketplace,New Delhi,Lead Angels,Seed Funding,,http://www.GameXS.in
22/09/2015,01/01/1900,Furdo,,Online Interior Designing platform,Bangalore,Bhavdeep Reddy,Seed Funding,400000,http://www.furdo.com/
22/09/2015,02/01/1900,LogiNext,,End-to-end Logistics platform,Mumbai,Paytm,Private Equity,10000000,http://www.loginextsolutions.com/
22/09/2015,01/01/1900,Korra,,Private Label Apparel sales,New Delhi,Asha Jadeja Motwani & Others,Seed Funding,300000,http://korra.in/
21/09/2015,01/01/1900,DishCo,,Food discovery & table booking app,Mumbai,"Anand Mahindra, Uday Punj, Ashish Hemrajani, Sanjeev Mehra",Seed Funding,,
21/09/2015,01/01/1900,Portea Medical,,Home Medical Care Services,Bangalore,"Accel Partners, International Finance Corporation (IFC), Qualcomm Ventures, Ventureast",Private Equity,37500000,http://www.portea.com/
21/09/2015,01/01/1900,Neotrade Analytics,,Real-Time stock data platform,Bangalore,Rainmatter,Seed Funding,235000,
21/09/2015,01/01/1900,ConnectAbank,,Financial Products lead generation platform,Mumbai,Prakhar Bumb,Seed Funding,,http://connectabank.com/
21/09/2015,02/01/1900,LafaLafa,,coupons and cashback aggregator app,Mumbai,500 Startups,Seed Funding,125000,
19/09/2015,01/01/1900,DailyNinja,,Hyperlocal Delivery Platform,Bangalore,"Aprameya Radhakrishna, Naman Sarawagi, Afsal Salu,",Seed Funding,,http://www.dailyninja.in/
18/09/2015,01/01/1900,LabStreet,,Diagnostic Labs aggregator platform,Gurgaon,Multiple investors,Seed Funding,150000,
18/09/2015,02/01/1900,CureJoy,,Online Health & Wellness platform,Bangalore,"Accel Partners, Subrata Mitra, Larry Braitman, Venk Krishna",Private Equity,1150000,http://www.curejoy.com/
18/09/2015,01/01/1900,Briston Technomach,,Internet of Things platform,New Delhi,,Seed Funding,150000,
18/09/2015,01/01/1900,Plabro,,Real Estate Broker Platform App,New Delhi,"Sachin Bansal & Binny Bansal, Sol Primero, Outbox Ventures, Sangram Singh",Seed Funding,350000,
17/09/2015,04/01/1900,YepMe,eCommerce,Private label Fashion eTailer,Gurgaon,"Khazanah Nasional Berhad, Helion Venture Partners",Private Equity,75000000,http://www.yepme.com/
17/09/2015,01/01/1900,Paintcollar,,Designer Merchandize Marketplace,Mumbai,Applyifi,Seed Funding,,http://paintcollar.com/
17/09/2015,01/01/1900,Bueno,,Online Food ordering & delivery,Gurgaon,High Networth Individuals (No details),Seed Funding,600000,http://bueno.kitchen/
17/09/2015,01/01/1900,UniLog,,ECommerce Data Analytics Platform,Bangalore,Kalaari Capital,Private Equity,,http://www.unilogcorp.com/
16/09/2015,01/01/1900,XSTOK,,B2B Mobile Auction Marketplace,Mumbai,Oliphans Capital,Seed Funding,450000,http://www.xstok.com/
16/09/2015,01/01/1900,WedmeGood.com,,Wedding Planning Platform,Gurgaon,Indian Angel Network,Seed Funding,410000,https://www.wedmegood.com/
16/09/2015,01/01/1900,ChaiPoint,,Food Subscription platform,Bangalore,Eight Roads Ventures,Private Equity,10000000,http://chaipoint.com/
15/09/2015,01/01/1900,FYNE,,Home Fitting & Fixtures Marketplace,Bangalore,Sandeep Dama & Others,Seed Funding,,http://www.fyne.in/
15/09/2015,02/01/1900,Room on Call,,Branded Budget Hotel Marketplace,Noida,Payal Syal,Seed Funding,300000,https://www.roomoncall.in/
15/09/2015,01/01/1900,Tea Trails,,Chain of Tea Café’s,Mumbai,"Anil Matai, Vikram Tandon, Shyam Sundar R & others",Seed Funding,1000000,http://www.teatrailsindia.com/
15/09/2015,02/01/1900,Mubble,,Prepaid Mobile Bill Manager App,Bangalore,Nandan Nilekani,Seed Funding,,http://www.mubble.in/
15/09/2015,03/01/1900,MoEngage,B2B SaaS,Mobile Marketing Automation Platform,Bangalore,"Helion Venture Partners, Exfinity Ventures",Private Equity,4250000,http://www.moengage.com/
15/09/2015,04/01/1900,Coverfox,Consumer Internet,Online Insurance Aggregator,Mumbai,Cataraman Ventures,Private Equity,2000000,http://www.coverfox.com/
14/09/2015,13/01/1900,Ola Cabs,Consumer Internet,Cab rental Mobile app,Bangalore,"Falcon Edge Capital, NY based Hedge Fund, Tiger Global, Softbank",Private Equity,225000000,https://www.olacabs.com/
14/09/2015,02/01/1900,Shadowfax,,Hyperlocal Delivery Services,Gurgaon,Eight Roads Ventures,Private Equity,9000000,http://shadowfax.in/
14/09/2015,01/01/1900,UE Life Sciences,,Early Cancer Detection Solutions,US/India,"Aarin Capital, Unitus Seed Fund",Private Equity,3000000,http://www.uelifesciences.com/
14/09/2015,01/01/1900,CanvasFlip,,Mobile App testing platform,Hyderabad,Bessemer Venture Partners,Seed Funding,1200000,http://canvasflip.com/index.php
12/09/2015,01/01/1900,YatraGenie,,Online Bus & Cab ticketing platform,Hyderabad,Ash Bhardwaj,Private Equity,,
12/09/2015,03/01/1900,CredR,E-Commerce,Used Vehicles Marketplace,Mumbai,Eight Road Ventures,Private Equity,15000000,http://www.credr.com/
11/09/2015,01/01/1900,Renomania,,Home Design & Décor platform,New Delhi,Subodh Gupta,Seed Funding,,http://www.renomania.com
11/09/2015,02/01/1900,Zapyle,,pre-used apparel shopping mobile app,Bangalore,,Seed Funding,1000000,http://Zapyle.com
11/09/2015,02/01/1900,Envoged,,pre-used luxury item Marketplace,Mumbai,"Ankush Nijhawan, Manish Dhingra, Gaurav Bhatnagar",Seed Funding,,
11/09/2015,02/01/1900,FitMeIn,,Gym & Fitness Studios Subscription platform,New Delhi,Green House Ventures,Seed Funding,100000,http://fitmein.in/index.html
10/09/2015,01/01/1900,The/Nudge Foundation,,Non Profit Organization to alleviate poverty,Bangalore,"Nanadan Nilekani, InMobi, Paytm",Seed Funding,315000,http://www.thenudge.org/
10/09/2015,04/01/1900,IndustryBuying,B2B E-Commerce,Industrial Tools Marketplace,New Delhi,"Kalaari Capital, SAIF Partners, Beenextan investment fund",Private Equity,9200000,http://www.industrybuying.com/
10/09/2015,01/01/1900,OnlineTyari,,Multilingual Test Preparation Platform,Gurgaon,"500 Startups, TV Mohandas Pai, Tandem Capital, Vikram Chachra, Aloke Bajpai",Private Equity,770000,https://onlinetyari.com/
08/09/2015,01/01/1900,MockBank,,Government Test Preparation platform,Bangalore,Blume Ventures,Seed Funding,400000,http://www.mockbank.com/
08/09/2015,01/01/1900,ReportBee,,Smart Report Cards for Schools,Chennai,India Educational Investment Fund,Seed Funding,,https://www.reportbee.com/
08/09/2015,01/01/1900,GuruG Learning,,Teacher empowerment platform,Bangalore,India Educational Investment Fund,Seed Funding,,http://www.guruglearning.com/
07/09/2015,01/01/1900,Sahayog Dairy,,Dairy Based Product Manufacturer,Bhopal,Acumen Fund,Private Equity,1800000,http://www.sahayogdairy.com/
07/09/2015,05/01/1900,Zomato,Consumer Internet,Restaurant Ratings & Reviews platform,Gurgaon,"Temasek, Vy Capital",Private Equity,60000000,
07/09/2015,02/01/1900,Prozo,,Study Material Marketplace,New Delhi,"Nalin Jain, Shomil Pant, Dinesh Kundu & others",Seed Funding,205000,http://www.prozo.com/
07/09/2015,01/01/1900,YouthKiAwaaz,,Community Driven News/Views Platform,New Delhi,"Raghav Bahl, Ritu Kapur",Seed Funding,600000,http://www.youthkiawaaz.com/
04/09/2015,01/01/1900,RoomCentral,,Cloud-based Hotel Booking Platform,Bangalore,Karanpal Singh,Seed Funding,2000000,http://www.roomcentral.com/
04/09/2015,01/01/1900,Blubox,,ECommerce Brands’ Full Service Agency,Mumbai,Ashish Jhalani,Seed Funding,100000,http://www.blubox.in/
04/09/2015,01/01/1900,Clapsnslaps,,Online Movie Review Platform,Mumbai,R M Picture Company Pvt. Ltd.,Seed Funding,150000,
03/09/2015,02/01/1900,MeraDoctor,,Doctor consultancy Mobile App,Mumbai,India Quotient & other investors,Seed Funding,,
03/09/2015,01/01/1900,Jobspire,,Job Search Platform,Bangalore,Purvi Capital,Seed Funding,260000,
03/09/2015,01/01/1900,Vistaar Finance,,Small Business Financing (NBFC),Bangalore,"WestBridge Capital, Omidyar Network, Elevar Equity, Saama Capital,  Lok Capital",Private Equity,40000000,http://www.vistaarfinance.com/
03/09/2015,01/01/1900,HiJinny,,Beauty & Wellness Services Marketplace,Mumbai,CMYK Health Boutique Pvt Ltd & Other individual investors,Seed Funding,,
02/09/2015,06/01/1900,HolaChef,Consumer Internet,Online Food Delivery,Mumbai,Ratan Tata,Private Equity,,
02/09/2015,01/01/1900,Capillary Tech,,Cloud software solutions,New Delhi,"Warburg Pincus, Sequoia Capital, Norwest Venture Partners",Private Equity,45000000,http://capillarytech.com/
02/09/2015,01/01/1900,Zivame,,Online Lingerie Marketplace,Bangalore,"Zodius Technology Fund, Khazanah Nasional Berhad",Private Equity,40000000,http://www.zivame.com/
01/09/2015,01/01/1900,Luxuryhues,,Luxury goods  Shopping Platform,Gurgaon,Reliance Capital,Private Equity,900000,http://luxuryhues.com/
01/09/2015,01/01/1900,Stylecracker,,Personalized Styling platform,Mumbai,Group of HNI investors,Private Equity,1000000,http://www.stylecracker.com/
01/09/2015,01/01/1900,FXMartIndia,,Payment Services platform,Chandigarh,Flipkart,Private Equity,,
01/09/2015,01/01/1900,TOFlo,,FinTech Startup Incubation platform,Mumbai,Tania Johny Palathinkal,Seed Funding,100000,http://toflo.in/
31/08/2015,02/01/1900,DropKaffe,,Online Coffee Delivery platform,Bangalore,"Manish Singhal, P39 Capital & Others",Seed Funding,300000,http://dropkaffe.com/
31/08/2015,01/01/1900,Reverie,,Language Localization Cloud platform,Bangalore,"Aspada Investment Advisors, Qualcomm Ventures",Private Equity,4000000,
31/08/2015,01/01/1900,Infinite Analytics,,Big Data & predictive Analysis Platform,Mumbai,"Ratan Tata, Nikhil Vora & others",Private Equity,,http://www.infiniteanalytics.com/
29/08/2015,01/01/1900,iamwire,,Digital Media publishing platform,Gurgaon,"Li Tao, Li Jian, Draphant Consultants, Nitin Garg, Saurabh Jain, Mohit Agarwal",Seed Funding,,http://www.iamwire.com/
28/08/2015,01/01/1900,RollMafia,,QSR Restaurant Chain,Pune,Equentia Natural Resources,Seed Funding,160000,http://rollmafia.in/
28/08/2015,04/01/1900,Vyomo,Consumer Internet,Beauty & Lifestyle Mobile Marketplace,Bangalore,Rocket Internet,Private Equity,2000000,
28/08/2015,01/01/1900,BetterButter.in,,online recipe sharing platform,New Delhi,"Growx Ventures, Manish Singhal",Seed Funding,,http://www.betterbutter.in/
27/08/2015,01/01/1900,Eazy Coach,,Education Marketplace,Kolkata,Ravi Agarwal,Seed Funding,,http://signup.eazycoach.com/
27/08/2015,02/01/1900,InstaSafe,,Private Cloud Networks SAAS platform,Bangalore,Group of Investors,Seed Funding,,http://www.instasafe.com/
27/08/2015,01/01/1900,Djubo.com,,Cloud Based Hotel Sales Platform,New Delhi,Ibibo Group,Private Equity,,http://www.djubo.com/
26/08/2015,02/01/1900,PickMyLaundry,,on-Demand Washing & Dry-Cleaning,New Delhi,GHV Accelerator,Seed Funding,100000,http://www.pickmylaundry.in/
26/08/2015,01/01/1900,FoodTalkIndia,,Online Food Community Platform,Gurgaon,Undisclosed Investor,Seed Funding,500000,http://www.foodtalkindia.com/
26/08/2015,01/01/1900,Belita,,On-Demand Beauty Service,Mumbai,"India Quotient, LetsVenture investors, Lead Angels",Seed Funding,400000,http://www.belitaindia.com/
26/08/2015,01/01/1900,EzySolare,E-Commerce,solar products and services marketplace,Ahmedabad,Infuse Ventures,Seed Funding,,http://www.ezysolare.com
25/08/2015,04/01/1900,EazyDiner,Consumer Internet,Restaurant Reservation Platform,Gurgaon,"DSG Consumer Partners, Saama Capital",Private Equity,3000000,https://www.eazydiner.com/
25/08/2015,01/01/1900,RevX,,Cross-channel CRM platform,Mumbai,"Norwest Venture Partners, Nexus Venture Partners, Helion Venture Partners, Draper Fisher Jurvetson, Peepul Capital",Private Equity,4000000,http://revx.io/
25/08/2015,02/01/1900,ICustomMadeIt,,Professional Custom creators Marketplace,Pune,Group of Angel Investors,Seed Funding,250000,http://www.icustommadeit.com/
25/08/2015,01/01/1900,Qyk App,,On-Demand App based Professional service provider,Bangalore,"GrowX ventures, Tracxn Labs, Powai Lake Ventures, and Sahil Barua",Private Equity,1000000,
24/08/2015,01/01/1900,iZofy,,Scientific Horoscope Online Assistance platform,Kolkata,Prime Capital Markets Ltd,Seed Funding,,
24/08/2015,01/01/1900,Jolly Food Fellow,,Food Customer analytics platform,Ahmedabad,The 1947,Seed Funding,300000,http://www.jollyfoodfellow.com/
24/08/2015,01/01/1900,BookMeIn,,Professional Service Appointment booking service,Mumbai,Ajmera Group of Companies,Seed Funding,400000,https://bookmein.in/
24/08/2015,01/01/1900,rBus,,Tech enabled AC bus service,Mumbai,"India Quotient, Anupam Mittal & others",Seed Funding,,
21/08/2015,02/01/1900,ePoise,,Job Search Platform,Bangalore,"Orios Venture Partners, Amit Ranjan & others",Seed Funding,500000,http://www.epoise.com/
20/08/2015,01/01/1900,LabsAdvisor,,Online Diagnostic Tests Marketplace,New Delhi,Group of Angel Investors,Seed Funding,156000,http://www.labsadvisor.com/
20/08/2015,01/01/1900,Flatpebble,,Online marketplace for Photographers,Hyderabad,Indian Angel Network,Seed Funding,600000,http://www.flatpebble.com/
20/08/2015,01/01/1900,Bluegape.com,,Visual Blogging platform,New Delhi,"ah! Ventures, Times Internet, Rudy Gopalakrishnan",Seed Funding,600000,
19/08/2015,01/01/1900,MebelKart,,Online Furniture Marketplace,Bangalore,AskMe,Private Equity,20000000,
19/08/2015,02/01/1900,TimeSaverz,,"Hyperlocal Maintenance, Repair & Cleaning services",Mumbai,Unilazer Ventures,Private Equity,2400000,https://www.timesaverz.com/
19/08/2015,01/01/1900,Fashionove,,Fashion Search & Review Platform,Kolkata,Umesh Yadav,Seed Funding,,
19/08/2015,02/01/1900,Envoged,,pre-owned Luxury online apparel seller,Mumbai,"Manish Dhingra, Ankush Nijhawa, Gaurav Bhatnagar",Seed Funding,,
18/08/2015,02/01/1900,Roposo,,Fashion Discovery platform,Gurgaon,Tiger Global,Private Equity,15000000,http://www.roposo.com
18/08/2015,01/01/1900,Zoojoo.be,,Corporate Wellness App,Bangalore,RoundGlass Partners,Private Equity,1000000,http://www.zoojoo.be/
18/08/2015,01/01/1900,IDfy,,Online Identity Verification Services platform,Mumbai,"NEA, Blume Ventures & others",Private Equity,,https://www.idfy.com/
18/08/2015,01/01/1900,Twyst,,Location based engagement & rewards platform,Gurgaon,"Rohit Bhatia, Sunil Nikhar, Vaibhav Domkundwar, Siddharth Nautiyal",Seed Funding,,
18/08/2015,01/01/1900,HyperVerge,,Deep Learning Cloud Algorithms,Chennai,"NEA, Milliways Ventures, Naya Ventures",Seed Funding,1000000,http://hyperverge.co/
18/08/2015,01/01/1900,IntelligenceNODE,,Data Analytics Platform,Mumbai,"New Enterprise Associates, Orios Venture Partners",Private Equity,4200000,http://www.intelligencenode.com/
17/08/2015,02/01/1900,ShadowFax,,on-demand delivery service,Gurgaon,"Kunal Bahl, Rohit Bansal, Zishaan Hayath, Prashant Malik",Seed Funding,310000,http://shadowfax.in/
17/08/2015,02/01/1900,YourStory,,Startup Focused Online Publisher,Mumbai,"Ratan Tata, Vani Kola, T V Mohandas Pai, Karthee Madasamay",Seed Funding,,http://www.YourStory.com
17/08/2015,01/01/1900,Gadgets 360,,Car & Bike ecommerce platform,New Delhi,One97 Communications,Private Equity,,http://gadgets.ndtv.com/
17/08/2015,02/01/1900,Orobind,,App based Fitness coaching,Bangalore,Existing & New Investors,Private Equity,,
17/08/2015,01/01/1900,MSM Box,,Beauty & Lifestyle platform,New Delhi,Rohit Goel,Seed Funding,,http://msmbox.com/
17/08/2015,01/01/1900,Fixy,,On demand cleaning & fixing services,Mumbai,VentureNursery,Seed Funding,,
17/08/2015,01/01/1900,Sampurnearth,,Waste Management Solutions,Mumbai,"Intellecap Impact Investment Network, family office fund",Seed Funding,160000,http://www.sampurnearth.com/
17/08/2015,01/01/1900,Edu4Share,,Exam Preparation Platform,New Delhi,Nalin Jain & other angel investors,Seed Funding,220000,http://www.edu4share.com/
14/08/2015,01/01/1900,VanityCube,,On-Demand Beauty Services,New Delhi,Group of angel investors,Seed Funding,,http://vanitycube.in/
